"AGEP","SCHL","SSP","WAGP","WKHP","DIS","HICOV","PERNP","PINCP","POVPIP","POVERTY"
36,"18",0,0,NA,2,1,0,0,135,FALSE
33,"16",0,40000,45,2,1,40000,40000,135,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,135,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,135,FALSE
5,"01",NA,NA,NA,2,1,NA,NA,135,FALSE
78,"23",34300,5800,16,1,1,8800,64100,501,FALSE
75,"19",14500,0,NA,2,1,0,14700,501,FALSE
39,"18",0,74000,40,1,1,74000,74000,197,FALSE
38,"16",0,0,NA,2,1,0,0,197,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,197,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,197,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,197,FALSE
7,"04",NA,NA,NA,1,1,NA,NA,197,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,197,FALSE
55,"18",0,45100,40,1,1,45100,45100,482,FALSE
34,"18",0,34200,40,2,1,34200,34200,482,FALSE
62,"13",0,0,NA,2,1,0,37700,366,FALSE
63,"14",0,0,40,2,1,24000,22700,366,FALSE
30,"13",0,75000,45,1,1,75000,75000,501,FALSE
25,"21",0,28800,40,2,1,28800,28800,222,FALSE
38,"21",0,82000,40,2,1,82000,82000,501,FALSE
42,"21",0,91000,40,2,1,91000,91000,501,FALSE
31,"20",0,6500,30,2,1,6500,6530,432,FALSE
35,"22",0,120000,75,2,1,120000,120060,432,FALSE
6,"02",NA,NA,NA,2,1,NA,NA,432,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,432,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,432,FALSE
55,"23",0,95000,60,2,1,95000,155000,501,FALSE
50,"21",0,150000,80,2,1,150000,150000,501,FALSE
19,"16",0,3400,35,2,1,3400,3400,501,FALSE
18,"16",0,31200,45,2,1,31200,31200,501,FALSE
54,"22",0,70000,40,2,1,70000,70000,501,FALSE
20,"19",0,0,NA,2,2,0,14000,501,FALSE
37,"18",0,48500,50,2,1,48500,48500,501,FALSE
66,"22",16300,0,NA,2,1,0,62500,501,FALSE
86,"19",22800,0,NA,2,1,0,38200,323,FALSE
78,"18",25200,1e+05,45,1,1,1e+05,142400,501,FALSE
72,"16",10800,0,NA,2,1,0,25200,501,FALSE
48,"18",15600,0,NA,2,1,0,15600,501,FALSE
71,"19",3400,0,NA,1,1,0,7500,76,TRUE
50,"17",0,3800,40,2,1,3800,3800,76,TRUE
84,"21",0,0,NA,1,1,0,77900,501,FALSE
51,"16",0,23000,40,2,1,23000,23000,331,FALSE
44,"16",0,23000,40,2,1,23000,23000,331,FALSE
16,"13",0,0,NA,2,1,0,0,331,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,331,FALSE
54,"16",0,41000,40,2,1,41000,41000,331,FALSE
21,"16",0,30000,40,2,1,30000,30000,331,FALSE
41,"19",0,104000,40,2,1,104000,104000,501,FALSE
46,"20",0,0,NA,1,1,0,0,501,FALSE
31,"18",0,5000,10,2,1,5000,5000,260,FALSE
30,"18",0,60000,40,2,1,60000,60000,260,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,260,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,260,FALSE
39,"16",0,20200,30,2,1,20200,25000,146,FALSE
17,"14",0,0,NA,2,1,0,0,146,FALSE
51,"16",0,31000,50,2,1,31000,31000,241,FALSE
28,"21",0,0,NA,2,2,0,0,0,TRUE
45,"20",0,9600,20,2,2,9600,9600,43,TRUE
30,"21",0,0,NA,2,2,0,0,43,TRUE
1,NA,NA,NA,NA,2,1,NA,NA,43,TRUE
18,"18",0,1800,20,2,2,1800,1800,43,TRUE
78,"24",3300,0,NA,1,1,0,76300,501,FALSE
73,"19",8100,0,NA,2,1,0,11700,501,FALSE
18,"14",0,10000,35,2,1,10000,10000,501,FALSE
88,"21",18500,0,NA,1,1,0,58100,487,FALSE
57,"20",0,33600,70,2,1,33600,33600,258,FALSE
49,"18",0,16000,30,2,2,20400,56400,284,FALSE
10,"06",NA,NA,NA,2,1,NA,NA,284,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,284,FALSE
55,"21",0,0,40,2,2,45400,46100,287,FALSE
18,"14",0,1100,10,2,2,1100,1100,287,FALSE
35,"22",0,5000,40,2,1,5000,5000,38,TRUE
55,"19",0,44300,24,2,1,44300,44340,501,FALSE
28,"19",0,40000,40,2,1,40000,40000,501,FALSE
25,"16",0,15000,30,2,1,15000,15000,501,FALSE
39,"19",0,112000,40,2,1,112000,112000,501,FALSE
17,"14",0,0,NA,2,1,0,0,501,FALSE
54,"20",0,36800,40,2,1,36800,36800,221,FALSE
21,"16",0,0,NA,1,2,0,0,221,FALSE
67,"18",8400,0,NA,2,1,0,8400,312,FALSE
73,"21",18000,0,NA,2,1,0,38000,312,FALSE
44,"20",0,7000,40,1,1,7000,7000,53,TRUE
74,"19",10300,0,NA,2,1,0,15400,128,FALSE
49,"21",0,1e+05,40,2,1,1e+05,1e+05,501,FALSE
49,"16",0,31500,40,2,1,31500,31500,501,FALSE
18,"16",0,29100,40,2,1,29100,29100,501,FALSE
53,"21",0,54000,45,2,1,54000,78000,485,FALSE
52,"18",0,40000,55,2,1,40000,40000,485,FALSE
25,"21",0,19000,30,2,1,19000,19000,485,FALSE
21,"19",0,10000,45,2,1,10000,10000,485,FALSE
18,"19",0,3000,35,2,1,3000,3000,485,FALSE
77,"16",23000,0,NA,1,1,0,41600,350,FALSE
73,"22",11000,0,NA,2,1,0,11000,350,FALSE
46,"16",0,75000,45,2,1,75000,75000,501,FALSE
43,"16",0,25000,30,2,1,25000,25000,501,FALSE
17,"15",0,4000,10,1,1,4000,4000,501,FALSE
70,"22",34300,95000,40,1,1,95000,181300,501,FALSE
68,"20",13000,0,NA,1,1,0,13000,501,FALSE
36,"20",0,58000,50,2,1,63000,63000,249,FALSE
13,"10",NA,NA,NA,2,1,NA,NA,249,FALSE
12,"08",NA,NA,NA,2,1,NA,NA,249,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,249,FALSE
32,"19",0,46800,45,2,1,46800,46800,362,FALSE
53,"22",0,54000,45,2,1,54000,54000,414,FALSE
65,"16",13000,0,NA,2,1,0,13000,108,FALSE
77,"18",14000,16000,24,2,1,16000,46900,395,FALSE
72,"19",13500,38000,43,2,1,38000,51500,370,FALSE
67,"15",3900,0,NA,2,1,0,3900,370,FALSE
76,"16",12800,0,NA,2,1,0,17000,142,FALSE
45,"14",390,0,NA,2,1,0,4890,501,FALSE
53,"21",0,140000,50,2,1,140000,140000,501,FALSE
5,"02",NA,NA,NA,2,1,NA,NA,501,FALSE
76,"16",12000,0,NA,1,1,0,30000,321,FALSE
71,"16",18000,0,NA,1,1,0,18000,321,FALSE
75,"19",1500,50000,40,1,1,50000,76500,501,FALSE
68,"19",12000,0,NA,1,1,0,12000,501,FALSE
48,"22",0,45000,40,2,1,45000,45000,501,FALSE
44,"20",0,90000,40,2,1,90000,90000,287,FALSE
40,"19",0,4000,12,2,1,4000,4000,287,FALSE
14,"10",NA,NA,NA,2,1,NA,NA,287,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,287,FALSE
7,"04",NA,NA,NA,2,1,NA,NA,287,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,287,FALSE
41,"20",0,65000,55,2,1,90000,90000,501,FALSE
44,"21",0,75000,55,2,1,101000,101000,501,FALSE
56,"18",0,12000,15,2,1,12000,12000,436,FALSE
54,"24",0,60000,21,2,1,60000,60000,436,FALSE
27,"21",0,0,2,2,1,3500,3500,380,FALSE
29,"21",0,73000,50,2,1,73000,73000,380,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,380,FALSE
25,"20",0,28800,40,1,1,28800,36000,276,FALSE
28,"22",0,50000,40,2,1,50000,50000,383,FALSE
55,"16",0,0,60,2,1,65000,65000,501,FALSE
53,"19",14000,0,NA,1,1,0,20600,501,FALSE
34,"22",0,163000,46,2,1,163000,163000,501,FALSE
35,"22",0,10000,20,2,1,10000,20000,501,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
59,"21",0,0,NA,2,1,0,0,501,FALSE
70,"21",28800,0,NA,1,1,0,85000,501,FALSE
32,"20",0,0,NA,2,2,0,0,501,FALSE
36,"18",0,180000,45,2,1,180000,180000,501,FALSE
9,"07",NA,NA,NA,2,1,NA,NA,501,FALSE
7,"04",NA,NA,NA,2,2,NA,NA,501,FALSE
4,"02",NA,NA,NA,2,2,NA,NA,501,FALSE
1,NA,NA,NA,NA,2,2,NA,NA,501,FALSE
36,"12",0,34000,40,2,1,34000,34000,171,FALSE
16,"14",0,0,NA,2,1,0,0,171,FALSE
15,"12",0,0,NA,2,1,NA,0,171,FALSE
75,"22",25600,0,NA,2,1,0,68100,501,FALSE
69,"18",12100,0,NA,1,1,0,12580,501,FALSE
68,"21",13600,0,NA,2,1,0,58900,492,FALSE
59,"20",0,40000,40,2,1,40000,40000,310,FALSE
70,"18",27800,0,NA,2,1,0,27850,271,FALSE
70,"19",12700,0,NA,1,1,0,12700,271,FALSE
68,"24",15000,60000,30,2,1,60000,121000,501,FALSE
72,"24",34300,1e+05,40,2,1,1e+05,144300,501,FALSE
66,"22",18400,0,NA,2,1,0,18480,153,FALSE
34,"16",0,70000,55,2,1,70000,70000,501,FALSE
31,"16",0,45000,40,2,1,45000,45000,501,FALSE
70,"16",12000,0,NA,2,1,0,12000,501,FALSE
22,"16",0,13100,35,2,2,13100,13100,100,TRUE
28,"19",0,600,8,2,1,600,600,4,TRUE
10,"07",NA,NA,NA,2,1,NA,NA,NA,NA
48,"21",0,45000,40,2,1,45000,53000,308,FALSE
17,"14",0,0,NA,2,1,0,0,308,FALSE
21,"19",0,10000,33,2,1,10000,10000,77,TRUE
21,"18",0,15000,40,2,1,15000,15000,116,FALSE
86,"16",17600,0,NA,1,1,0,32630,274,FALSE
53,"21",0,96000,46,2,1,96000,96000,501,FALSE
52,"20",0,0,NA,2,1,0,7000,501,FALSE
26,"21",0,0,NA,2,2,0,0,501,FALSE
79,"21",12000,0,NA,2,1,0,36100,480,FALSE
81,"16",12000,0,NA,2,1,0,36000,480,FALSE
62,"22",0,50000,40,2,1,50000,125000,501,FALSE
67,"19",12000,0,15,1,1,10000,22000,380,FALSE
62,"13",0,34600,48,2,1,34600,35500,380,FALSE
68,"21",2000,0,NA,2,1,0,2000,15,TRUE
63,"20",0,0,NA,2,1,0,310,15,TRUE
71,"23",34300,128000,40,2,1,128000,235300,501,FALSE
65,"23",0,140000,45,1,1,140000,289000,501,FALSE
38,"17",14000,12200,30,1,1,12200,26200,501,FALSE
64,"16",0,15000,25,2,1,15000,15000,436,FALSE
62,"16",0,30000,40,2,1,30000,30000,436,FALSE
34,"16",0,16100,40,2,1,16100,40100,436,FALSE
92,"16",15900,0,NA,1,1,0,48400,405,FALSE
80,"22",2000,0,NA,1,1,0,5000,147,FALSE
72,"18",8100,0,NA,2,1,0,17100,147,FALSE
38,"16",0,30000,40,2,1,30000,30000,425,FALSE
35,"21",0,40000,40,2,1,40000,40000,425,FALSE
38,"21",0,35000,45,1,1,35000,35000,271,FALSE
17,"14",0,44000,40,2,1,44000,44000,340,FALSE
64,"19",20000,0,NA,1,1,0,33300,202,FALSE
63,"20",0,0,NA,2,1,0,0,202,FALSE
66,"20",21000,0,NA,2,1,0,32600,193,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,193,FALSE
80,"19",12000,0,NA,1,1,0,18000,149,FALSE
29,"19",0,30000,50,2,1,30000,30000,230,FALSE
27,"20",0,0,NA,1,1,0,0,0,TRUE
47,"20",0,50000,36,2,1,50000,50000,501,FALSE
47,"13",0,38000,40,2,1,38000,38000,501,FALSE
22,"20",0,75000,16,2,1,75000,75000,501,FALSE
58,"20",0,25000,40,2,1,25000,25000,501,FALSE
37,"20",0,35000,40,2,1,35000,35000,501,FALSE
59,"19",0,42000,40,1,1,42000,42000,244,FALSE
57,"20",0,7000,15,2,2,7000,7000,244,FALSE
7,"05",NA,NA,NA,1,1,NA,NA,244,FALSE
67,"16",7000,0,NA,1,1,0,7000,265,FALSE
69,"16",12000,8400,16,1,1,8400,20400,265,FALSE
37,"16",0,18000,25,1,1,18000,24000,265,FALSE
37,"01",0,27000,40,2,1,27000,27000,111,FALSE
15,"12",0,0,NA,2,2,NA,7500,111,FALSE
13,"11",NA,NA,NA,2,2,NA,NA,111,FALSE
7,"05",NA,NA,NA,2,2,NA,NA,111,FALSE
4,"02",NA,NA,NA,2,2,NA,NA,111,FALSE
78,"01",1500,0,NA,1,1,0,2800,111,FALSE
29,"01",0,38000,40,1,2,38000,38000,292,FALSE
44,"21",0,80000,38,2,1,80000,80000,501,FALSE
51,"18",0,0,NA,1,1,0,8500,501,FALSE
44,"20",0,41200,40,2,1,41200,41200,213,FALSE
20,"18",0,0,NA,2,1,0,0,213,FALSE
17,"14",0,1200,13,2,1,1200,1200,213,FALSE
50,"19",0,50000,60,1,1,50000,50000,307,FALSE
50,"20",0,20000,29,2,1,20000,20000,307,FALSE
19,"18",0,6000,40,2,1,6000,6000,307,FALSE
17,"14",0,4000,20,2,1,4000,4000,307,FALSE
40,"19",0,0,NA,2,1,0,0,210,FALSE
44,"20",0,30000,60,2,1,30000,30000,210,FALSE
19,"14",0,39000,50,2,1,39000,39000,210,FALSE
16,"13",0,2600,15,2,1,2600,2600,210,FALSE
11,"07",NA,NA,NA,2,1,NA,NA,210,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,210,FALSE
28,"16",0,11000,20,2,1,11000,11000,84,TRUE
25,"20",0,0,4,2,1,3000,3000,247,FALSE
27,"20",0,55000,50,2,1,55000,58800,247,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,247,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,247,FALSE
32,"18",0,120000,72,2,1,120000,120000,501,FALSE
30,"21",0,42000,45,2,1,42080,42080,501,FALSE
36,"21",0,70000,50,2,1,75000,75000,501,FALSE
37,"21",0,0,45,2,1,54000,54000,422,FALSE
72,"21",34300,0,NA,2,1,0,50300,421,FALSE
35,"13",0,0,NA,2,2,0,0,0,TRUE
63,"12",0,0,NA,2,2,0,0,0,TRUE
64,"16",0,25000,40,2,1,25000,25000,193,FALSE
68,"16",13200,0,NA,2,1,0,13200,110,FALSE
57,"19",0,56000,40,2,1,61000,61000,410,FALSE
54,"16",0,0,NA,2,1,0,6500,410,FALSE
60,"19",0,0,NA,2,1,0,0,363,FALSE
65,"16",20000,0,NA,1,1,0,60000,363,FALSE
85,"21",34300,0,NA,2,1,0,35900,299,FALSE
79,"22",6000,0,NA,1,1,0,6000,50,TRUE
80,"16",20600,0,NA,1,1,0,31700,330,FALSE
81,"16",10200,0,NA,1,1,0,17830,330,FALSE
39,"22",0,39000,50,2,2,39000,49000,146,FALSE
37,"22",0,0,NA,2,2,0,0,146,FALSE
13,"11",NA,NA,NA,2,1,NA,NA,146,FALSE
11,"08",NA,NA,NA,2,2,NA,NA,146,FALSE
8,"05",NA,NA,NA,2,2,NA,NA,146,FALSE
4,"01",NA,NA,NA,2,2,NA,NA,146,FALSE
37,"21",0,107000,40,2,1,107000,109160,501,FALSE
6,"01",NA,NA,NA,2,1,NA,NA,501,FALSE
57,"23",0,90000,40,2,1,409000,419000,501,FALSE
57,"16",0,0,NA,2,1,0,0,501,FALSE
15,"11",0,0,NA,2,1,NA,0,501,FALSE
64,"19",0,0,NA,2,1,0,0,501,FALSE
62,"19",0,0,NA,2,1,0,234000,501,FALSE
43,"23",0,70000,40,2,1,70000,70000,501,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,501,FALSE
9,"04",NA,NA,NA,2,1,NA,NA,501,FALSE
6,"05",NA,NA,NA,2,1,NA,NA,501,FALSE
5,"01",NA,NA,NA,2,1,NA,NA,501,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,501,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
35,"21",0,0,NA,2,1,0,0,501,FALSE
18,"19",0,4800,37,2,1,4800,4800,36,TRUE
58,"16",0,60000,40,2,1,60000,60000,501,FALSE
61,"19",0,0,40,2,1,55000,55000,501,FALSE
77,"22",11800,0,NA,2,1,0,55800,472,FALSE
70,"16",22500,0,NA,2,1,0,48500,382,FALSE
67,"13",8500,0,NA,2,1,0,8500,382,FALSE
23,"21",400,10000,25,2,1,10000,10400,150,FALSE
25,"20",0,14300,8,2,1,14300,14300,150,FALSE
80,"18",17000,0,40,2,1,33000,50000,501,FALSE
49,"18",0,28000,40,2,1,28000,28000,501,FALSE
42,"23",0,130000,40,2,1,130000,128700,501,FALSE
43,"22",0,122000,50,2,1,122000,120700,501,FALSE
69,"21",34300,0,NA,2,1,0,268300,501,FALSE
67,"21",0,0,NA,2,1,0,0,501,FALSE
71,"22",34300,0,NA,2,1,0,44300,501,FALSE
56,"19",0,28000,32,2,1,28000,28450,220,FALSE
79,"17",0,0,NA,1,1,0,35000,353,FALSE
78,"16",17600,0,NA,2,1,0,17600,353,FALSE
42,"23",0,147000,45,2,1,466000,470000,501,FALSE
42,"21",0,0,NA,2,1,0,0,501,FALSE
17,"13",0,1600,20,2,1,1600,1600,501,FALSE
15,"11",0,0,NA,2,1,NA,0,501,FALSE
12,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,501,FALSE
78,"16",18900,0,NA,2,1,0,22800,168,FALSE
73,"17",10800,0,NA,2,1,0,10800,168,FALSE
46,"17",0,0,NA,2,1,0,9080,168,FALSE
28,"16",0,0,NA,1,2,0,0,168,FALSE
55,"19",0,2500,24,2,2,2500,2500,302,FALSE
57,"16",0,52000,40,2,2,52000,52000,302,FALSE
24,"16",0,19200,32,2,2,19200,19200,302,FALSE
22,"16",0,30000,40,2,2,30000,30000,302,FALSE
20,"16",0,2400,20,2,2,2400,2400,302,FALSE
18,"16",0,1500,10,2,2,1500,1500,302,FALSE
42,"23",0,9100,6,2,1,9100,9100,36,TRUE
40,"22",0,0,NA,2,1,0,0,36,TRUE
9,"08",NA,NA,NA,2,1,NA,NA,36,TRUE
7,"04",NA,NA,NA,2,2,NA,NA,36,TRUE
43,"22",0,110000,50,2,1,110000,110000,501,FALSE
44,"21",0,105000,52,2,1,105000,105000,501,FALSE
18,"16",0,7000,18,2,1,7000,7000,501,FALSE
16,"13",0,300,4,2,1,300,300,501,FALSE
11,"09",NA,NA,NA,2,1,NA,NA,501,FALSE
92,"16",34300,0,NA,1,1,0,51300,450,FALSE
92,"16",17000,0,NA,2,1,0,17000,450,FALSE
88,"16",20600,0,NA,1,1,0,56000,471,FALSE
38,"21",0,35000,35,2,1,35000,35000,396,FALSE
40,"20",0,65000,40,2,1,65000,65000,396,FALSE
13,"10",NA,NA,NA,2,1,NA,NA,396,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,396,FALSE
29,"21",0,20000,40,2,1,20000,20000,156,FALSE
25,"21",0,20000,58,2,1,20000,20000,156,FALSE
23,"19",0,16400,24,2,1,16400,16400,204,FALSE
24,"19",0,24000,35,2,1,24000,24000,204,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,204,FALSE
40,"16",0,60000,40,2,1,60000,60000,501,FALSE
35,"21",0,50000,30,2,1,50000,50000,501,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,501,FALSE
9,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,501,FALSE
62,"20",20400,0,NA,2,1,0,42000,501,FALSE
62,"08",0,420000,60,2,1,420000,420000,501,FALSE
38,"20",0,6000,16,2,1,6000,6000,280,FALSE
51,"21",0,59000,70,2,1,59000,64000,280,FALSE
6,"04",NA,NA,NA,2,1,NA,NA,280,FALSE
6,"04",NA,NA,NA,2,1,NA,NA,280,FALSE
18,"18",0,0,10,2,1,300,300,3,TRUE
20,"18",0,0,10,2,1,300,300,3,TRUE
21,"19",0,330,10,2,1,330,330,2,TRUE
20,"19",0,5000,35,2,1,5000,5000,39,TRUE
19,"19",0,2000,20,2,1,2500,2500,19,TRUE
60,"20",0,50000,40,2,1,150000,153000,501,FALSE
59,"21",0,3900,40,2,1,3900,7900,501,FALSE
32,"21",0,38000,45,1,1,38000,38000,332,FALSE
30,"20",0,17000,40,2,1,17000,17000,332,FALSE
39,"19",0,48000,30,2,1,48000,48000,501,FALSE
46,"19",0,103000,45,2,1,121000,121000,501,FALSE
16,"13",0,1500,15,2,1,1500,1500,501,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,501,FALSE
68,"18",20400,2500,40,2,1,2500,66500,501,FALSE
69,"16",10000,15300,37,2,1,15300,25780,501,FALSE
38,"22",0,0,NA,2,1,0,0,501,FALSE
39,"22",0,180000,45,2,1,220000,260000,501,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,501,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,501,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,501,FALSE
6,"03",NA,NA,NA,1,1,NA,NA,501,FALSE
31,"22",0,65000,40,2,1,65000,70200,250,FALSE
31,"22",0,0,12,2,1,3000,3000,250,FALSE
5,"03",NA,NA,NA,2,1,NA,NA,250,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,250,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,250,FALSE
55,"18",0,80000,70,1,1,80000,80000,351,FALSE
54,"16",0,24000,40,2,1,24000,24000,351,FALSE
32,"16",0,0,NA,2,1,0,0,351,FALSE
10,"06",NA,NA,NA,2,1,NA,NA,351,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,351,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,351,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,351,FALSE
34,"16",0,48000,40,2,1,48000,48000,351,FALSE
42,"21",0,70000,40,2,1,70000,70000,294,FALSE
43,"19",0,4500,6,1,1,4500,4500,294,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,294,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,294,FALSE
45,"19",0,32000,40,1,1,32000,32000,246,FALSE
69,"20",0,0,NA,1,1,0,22700,189,FALSE
60,"16",0,720,6,1,1,720,7920,60,TRUE
32,"20",0,30000,40,2,1,30000,30000,191,FALSE
28,"20",0,2000,10,2,1,2000,2000,191,FALSE
20,"16",0,5000,12,2,1,5000,5000,191,FALSE
20,"16",0,18000,40,2,1,18000,18000,139,FALSE
71,"16",9500,0,5,2,1,10000,25200,501,FALSE
70,"16",20000,0,30,2,1,15000,60000,501,FALSE
26,"20",0,8000,35,2,2,8000,8000,61,TRUE
33,"21",0,8300,8,2,1,8300,8300,64,TRUE
55,"22",0,420000,55,2,1,421200,421200,501,FALSE
52,"19",0,44000,40,2,1,44000,44000,343,FALSE
77,"20",25700,0,NA,2,1,0,43700,299,FALSE
74,"21",12200,0,NA,2,1,0,12200,299,FALSE
44,"21",0,2500,30,2,2,2500,2500,299,FALSE
44,"21",0,40000,40,2,1,40000,40000,309,FALSE
44,"14",0,35000,40,2,1,35000,35000,309,FALSE
19,"16",0,2300,29,2,2,2300,2300,309,FALSE
16,"14",0,3500,12,2,1,3500,3500,309,FALSE
27,"19",0,0,NA,2,1,0,90,0,TRUE
25,"20",0,13000,15,2,1,13000,14100,110,FALSE
20,"19",0,15000,20,2,1,15000,15000,117,FALSE
30,"21",0,24000,30,2,2,24000,24000,94,TRUE
28,"21",0,0,NA,2,2,0,0,94,TRUE
3,"02",NA,NA,NA,2,2,NA,NA,94,TRUE
1,NA,NA,NA,NA,2,2,NA,NA,94,TRUE
51,"19",0,30000,35,2,1,30000,30000,181,FALSE
49,"21",0,0,NA,2,1,0,0,181,FALSE
35,"19",0,0,NA,1,1,0,0,0,TRUE
59,"22",0,120000,40,2,1,120000,120000,501,FALSE
58,"21",0,19000,40,2,1,19000,19000,501,FALSE
25,"19",0,15000,32,1,1,15000,25800,129,FALSE
7,"03",NA,NA,NA,2,1,NA,NA,129,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,129,FALSE
43,"19",0,110000,50,2,1,110000,110000,501,FALSE
45,"21",0,95000,45,2,1,95000,95000,501,FALSE
44,"16",0,15000,50,2,1,15000,16000,101,FALSE
21,"16",0,600,36,2,1,600,600,101,FALSE
19,"16",0,3000,20,2,1,3000,3000,101,FALSE
65,"22",18000,0,NA,2,1,0,167000,501,FALSE
64,"22",0,0,NA,2,1,0,0,501,FALSE
36,"19",0,62000,40,2,1,62000,100500,338,FALSE
36,"16",0,0,NA,2,1,0,0,338,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,338,FALSE
10,"07",NA,NA,NA,2,1,NA,NA,338,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,338,FALSE
63,"19",900,8000,10,2,1,8000,9800,334,FALSE
62,"23",0,24000,35,2,1,24000,24000,334,FALSE
29,"20",0,25000,20,2,1,25000,25000,334,FALSE
26,"21",0,33000,40,1,1,33000,33000,334,FALSE
26,"20",0,10000,14,2,1,10000,10000,334,FALSE
58,"21",0,70000,40,2,1,70000,70000,501,FALSE
64,"22",0,0,NA,2,1,0,68000,501,FALSE
79,"16",25500,0,NA,2,1,0,32600,271,FALSE
48,"18",15600,0,NA,1,1,0,36000,214,FALSE
53,"19",0,0,NA,1,2,0,0,214,FALSE
41,"20",0,0,36,2,1,40000,48500,280,FALSE
6,"03",NA,NA,NA,2,1,NA,NA,280,FALSE
37,"21",0,55000,50,2,1,55000,55000,267,FALSE
34,"21",0,45000,38,2,1,45000,45000,267,FALSE
14,"11",NA,NA,NA,2,1,NA,NA,267,FALSE
11,"08",NA,NA,NA,2,1,NA,NA,267,FALSE
8,"05",NA,NA,NA,2,1,NA,NA,267,FALSE
4,"02",NA,NA,NA,2,1,NA,NA,267,FALSE
1,NA,NA,NA,NA,2,1,NA,NA,267,FALSE
23,"18",0,0,NA,2,1,0,600,2,TRUE
25,"14",0,0,NA,1,1,0,0,2,TRUE
2,NA,NA,NA,NA,2,1,NA,NA,2,TRUE
0,NA,NA,NA,NA,2,1,NA,NA,2,TRUE
26,"21",0,49700,40,2,1,49700,49750,493,FALSE
28,"21",0,50000,40,2,1,50000,48700,493,FALSE
2,NA,NA,NA,NA,2,1,NA,NA,493,FALSE
52,"21",0,0,NA,2,1,0,0,334,FALSE
54,"19",0,0,60,2,1,85000,85000,334,FALSE
18,"14",0,800,10,2,1,800,800,334,FALSE
14,"10",NA,NA,NA,2,1,NA,NA,334,FALSE
28,"21",0,30000,40,2,1,30000,30000,272,FALSE
29,"21",0,38000,40,2,1,38000,38000,272,FALSE
3,"01",NA,NA,NA,2,1,NA,NA,272,FALSE
0,NA,NA,NA,NA,2,1,NA,NA,272,FALSE
23,"16",0,30000,20,2,1,30000,30000,234,FALSE
19,"21",0,1000,40,2,2,1000,1000,7,TRUE
1,NA,NA,NA,NA,2,2,NA,NA,NA,NA
39,"19",0,43000,37,2,1,43000,43910,481,FALSE
38,"19",0,50000,60,2,1,50000,52000,481,FALSE
12,"09",NA,NA,NA,2,1,NA,NA,481,FALSE
26,"16",0,5000,34,2,2,5000,5000,35,TRUE
49,"16",0,1000,18,2,2,1000,1000,35,TRUE
38,"16",0,20000,40,2,1,20000,20000,199,FALSE
32,"16",0,30000,40,2,1,30000,30000,199,FALSE
9,"06",NA,NA,NA,2,1,NA,NA,199,FALSE
4,"01",NA,NA,NA,2,1,NA,NA,199,FALSE
51,"16",0,32200,40,2,1,32200,32200,249,FALSE
63,"16",7700,0,NA,1,1,0,7700,59,TRUE
77,"19",14100,0,NA,2,1,0,15400,131,FALSE
54,"17",0,42000,60,2,2,42000,42000,326,FALSE
76,"22",24000,0,NA,1,1,0,80000,501,FALSE
